,iteration,time,id,x,y,dx,dy
0,0,0.0,0,388.37595,241.89914,0.37594604,1.8991394
1,1,0.016666666666666666,0,388.12805,242.10269,-0.24789429,0.20355225
2,2,0.03333333333333333,0,388.11816,242.5339,-0.009887695,0.43121338
3,3,0.05,0,388.11115,242.9895,-0.007019043,0.45559692
4,4,0.06666666666666667,0,388.10312,242.8692,-0.008026123,-0.12030029
5,5,0.08333333333333333,0,388.09674,242.86064,-0.006378174,-0.008560181
6,6,0.1,0,388.0947,242.89565,-0.0020446777,0.035003662
7,7,0.11666666666666667,0,388.0809,242.7363,-0.013793945,-0.15934753
8,8,0.13333333333333333,0,388.08527,242.81706,0.0043640137,0.08076477
9,9,0.15,0,388.0852,242.81934,-6.1035156e-05,0.0022735596
10,10,0.16666666666666666,0,388.08536,242.82907,0.00015258789,0.009735107
11,11,0.18333333333333332,0,388.0773,242.7417,-0.008056641,-0.087371826
12,12,0.2,0,388.08734,242.82466,0.010040283,0.082962036
13,13,0.21666666666666667,0,388.06686,242.72716,-0.020477295,-0.09750366
14,14,0.23333333333333334,0,388.06512,242.728,-0.001739502,0.0008392334
15,15,0.25,0,388.06668,242.56184,0.0015563965,-0.16615295
16,16,0.26666666666666666,0,388.0579,242.4506,-0.0087890625,-0.11123657
17,17,0.2833333333333333,0,388.05484,242.41585,-0.0030517578,-0.03475952
18,18,0.3,0,388.0481,242.36623,-0.0067443848,-0.049621582
19,19,0.31666666666666665,0,388.04843,242.36632,0.00033569336,9.1552734e-05
20,20,0.3333333333333333,0,388.05988,241.95035,0.011444092,-0.41596985
21,21,0.35,0,388.04047,242.03244,-0.01940918,0.082092285
22,22,0.36666666666666664,0,388.05264,241.89467,0.012176514,-0.1377716
23,23,0.38333333333333336,0,388.05276,241.8941,0.00012207031,-0.0005645752
24,24,0.4,0,388.0425,241.8036,-0.010253906,-0.09049988
25,25,0.4166666666666667,0,388.03278,241.74406,-0.009735107,-0.059539795
26,26,0.43333333333333335,0,388.04327,241.79164,0.010498047,0.047576904
27,27,0.45,0,388.03128,241.74478,-0.011993408,-0.04685974
28,28,0.4666666666666667,0,388.03406,241.7087,0.0027770996,-0.036087036
