seconds, accX, accY, accZ, temp
30,-0.05,0.99,0.12,42.63
30,-0.02,0.99,0.12,41.10
30,-0.01,1.00,0.13,41.10
30,-0.05,1.00,0.12,48.00
30,-0.05,1.00,0.12,46.47
30,-0.08,0.99,0.12,46.47
30,-0.06,1.01,0.12,46.46
30,-0.06,1.01,0.14,42.80
30,-0.03,1.01,0.14,42.50
30,-0.02,1.00,0.14,45.63
30,-0.02,1.00,0.13,43.85
30,-0.03,1.00,0.13,42.20
30,-0.08,1.00,0.12,42.20
30,-0.12,1.00,0.12,46.85
30,-0.06,1.00,0.07,44.09
30,-0.03,1.00,0.13,44.09
30,-0.02,1.00,0.14,45.52
30,-0.02,1.00,0.13,44.60
30,-0.03,0.99,0.13,44.60
30,-0.06,1.00,0.13,45.73
30,-0.06,1.00,0.12,41.92
30,-0.06,1.00,0.12,37.71
30,-0.04,1.01,0.13,37.71
30,-0.04,1.01,0.14,44.94
30,-0.01,1.01,0.14,44.52
30,-0.03,0.99,0.14,44.52
30,-0.06,1.00,0.12,45.64
30,-0.06,1.00,0.13,46.58
30,-0.07,0.99,0.13,46.58
30,-0.04,1.00,0.12,44.85
30,-0.04,1.00,0.12,45.59
30,-0.01,1.00,0.12,45.88
30,-0.02,1.00,0.14,45.09
30,-0.02,1.00,0.12,41.79
30,-0.05,1.00,0.12,47.89
30,-0.07,1.00,0.12,47.89
30,-0.12,1.00,0.12,40.63
30,-0.05,1.00,0.08,41.35
30,-0.03,1.00,0.14,41.35
30,-0.01,1.00,0.14,42.58
5,0.02,1.11,0.04,43.52
5,0.12,1.02,0.09,49.00
5,0.12,0.94,0.22,46.26
5,-0.02,0.94,0.22,39.90
5,-0.18,1.01,0.17,39.90
5,-0.15,0.92,0.12,46.33
5,-0.15,0.92,0.11,45.40
5,-0.02,1.08,0.05,45.40
5,0.14,1.05,0.08,47.80
5,0.14,1.05,0.17,42.08
5,0.02,0.94,0.17,41.83
5,-0.16,1.00,0.20,41.83
5,-0.16,0.93,0.13,46.97
5,-0.18,0.93,0.13,38.97
5,-0.05,1.02,0.07,38.97
5,-0.00,1.09,0.06,46.09
5,0.12,1.09,0.01,44.35
5,0.05,0.96,0.14,44.35
5,-0.11,0.97,0.22,40.94
5,-0.11,0.97,0.14,43.22
5,-0.18,0.97,0.14,43.39
5,-0.08,0.97,0.08,43.39
5,-0.08,0.99,0.05,43.67
5,0.09,1.11,0.05,44.48
5,0.08,0.97,0.11,44.48
5,0.08,0.95,0.23,48.41
5,-0.07,0.95,0.21,42.86
5,-0.18,1.01,0.14,42.86
5,-0.12,0.93,0.10,44.78
5,-0.12,0.93,0.04,44.31
5,0.04,1.12,0.04,44.31
5,0.11,1.00,0.09,45.17
5,0.11,1.00,0.22,44.32
5,-0.03,0.94,0.22,44.01
5,-0.18,1.01,0.17,45.58
5,-0.18,0.92,0.12,41.65
5,-0.16,0.92,0.12,49.01
5,-0.00,1.10,0.06,49.01
5,-0.00,1.03,0.08,44.06
5,0.12,1.03,0.19,48.12
5,0.02,0.94,0.19,48.12
5,-0.16,1.01,0.20,41.96
5,-0.16,1.06,0.13,43.56
5,-0.18,0.93,0.13,43.75
5,-0.04,1.06,0.08,40.62
5,-0.04,1.07,0.05,47.79
5,0.11,1.07,0.05,39.50
5,0.04,0.95,0.15,39.50
5,0.06,0.98,0.21,47.08
5,-0.13,0.98,0.21,43.94
5,-0.19,0.95,0.15,43.94
5,-0.07,1.00,0.08,45.75
5,-0.07,1.00,0.05,41.36
5,0.08,1.10,0.05,41.32
5,0.07,0.96,0.12,42.88
5,0.07,0.96,0.20,44.17
5,-0.09,0.96,0.20,41.15
5,-0.19,0.99,0.15,41.15
5,-0.19,0.95,0.09,43.64
5,-0.10,0.95,0.10,48.97
5,0.05,1.11,0.04,48.97
5,0.11,1.00,0.10,43.61
5,0.11,1.00,0.22,40.68
5,-0.04,0.94,0.22,40.68
5,-0.19,1.00,0.16,47.33
5,-0.19,1.05,0.11,44.00
5,-0.13,0.93,0.11,44.40
5,0.00,1.09,0.05,45.97
5,0.00,1.03,0.08,40.88
5,0.13,1.03,0.07,45.18
