seconds, accX, accY, accZ, temp
10,-0.00,1.02,0.09,45.33
10,-0.03,1.02,0.09,45.33
10,0.00,1.00,0.09,41.86
10,0.00,1.00,0.09,39.68
10,0.02,0.98,0.09,39.68
10,-0.01,1.00,0.09,37.55
10,-0.01,1.03,0.09,41.64
10,-0.03,1.03,0.09,41.64
10,0.00,1.00,0.09,39.29
10,0.00,0.97,0.09,41.85
10,0.02,0.97,0.09,38.59
10,0.00,0.99,0.09,38.59
10,0.02,1.02,0.09,36.45
10,-0.04,1.02,0.09,42.71
10,-0.04,1.01,0.09,42.71
10,0.00,0.98,0.09,44.18
10,0.00,0.98,0.09,43.72
10,0.02,0.98,0.09,43.11
10,-0.02,1.02,0.08,42.33
10,-0.02,1.03,0.08,40.76
10,-0.03,1.03,0.08,37.62
10,0.01,0.99,0.08,37.62
10,0.03,0.98,0.10,43.30
10,0.03,0.98,0.08,45.41
10,-0.01,1.01,0.08,45.41
10,-0.03,1.02,0.09,40.47
10,-0.03,1.02,0.09,45.82
10,-0.00,0.99,0.09,45.82
10,0.03,0.98,0.09,41.69
10,0.03,0.95,0.09,39.76
10,-0.00,1.01,0.09,39.11
10,-0.03,1.03,0.10,44.59
10,-0.03,1.01,0.09,41.69
10,-0.01,1.01,0.09,40.49
10,0.02,0.98,0.09,40.49
10,0.01,1.00,0.09,39.74
10,0.01,1.00,0.09,36.69
10,-0.03,1.01,0.09,36.69
10,-0.01,1.01,0.08,46.88
10,-0.01,1.04,0.08,41.05
10,0.02,0.98,0.08,41.40
10,0.01,0.99,0.09,40.62
10,0.01,1.01,0.09,42.42
10,-0.02,1.01,0.09,39.14
10,-0.03,1.02,0.08,39.14
10,-0.06,0.99,0.08,42.38
10,0.01,0.99,0.08,42.03
10,0.02,0.98,0.08,42.03
10,-0.01,1.01,0.10,38.38
10,-0.01,1.01,0.09,42.78
10,-0.03,1.01,0.09,42.80
10,-0.01,1.00,0.08,43.58
10,-0.01,0.97,0.09,44.84
10,0.01,0.97,0.09,42.23
10,-0.01,1.00,0.10,42.23
10,-0.01,1.03,0.10,39.97
10,-0.03,1.03,0.09,44.12
10,-0.01,1.01,0.09,44.12
