seconds, accX, accY, accZ, temp
10,-0.01,1.00,0.09,42.42
10,0.02,0.98,0.08,42.42
10,0.00,1.00,0.09,46.25
10,0.00,1.00,0.09,46.04
10,-0.03,1.03,0.09,46.04
10,-0.02,1.01,0.08,40.83
10,-0.02,1.01,0.10,47.76
10,0.01,0.98,0.10,47.76
10,0.01,0.99,0.09,43.26
10,0.01,0.96,0.09,46.44
10,-0.03,1.02,0.09,46.47
10,-0.03,1.02,0.09,49.60
10,-0.03,0.99,0.09,48.46
10,0.00,0.99,0.09,48.59
10,0.02,0.99,0.09,48.59
10,0.04,1.02,0.09,51.43
10,-0.02,1.02,0.08,50.43
10,-0.03,1.02,0.08,50.43
10,-0.01,0.99,0.09,44.52
10,-0.01,0.98,0.08,40.81
10,0.02,0.98,0.08,40.89
10,-0.01,1.00,0.09,40.10
10,-0.01,1.02,0.08,42.26
10,-0.03,1.02,0.08,43.79
10,-0.01,1.01,0.09,43.79
10,-0.05,0.98,0.10,41.58
10,0.01,0.98,0.09,47.25
10,0.01,1.00,0.09,47.25
10,-0.02,1.01,0.09,42.13
10,-0.02,1.01,0.08,43.00
10,-0.01,1.01,0.08,42.52
10,0.02,0.98,0.09,40.17
10,0.02,0.99,0.09,44.03
10,0.01,0.99,0.09,42.75
10,-0.03,1.02,0.09,42.75
10,-0.03,1.01,0.09,42.59
10,-0.02,1.01,0.08,41.40
10,-0.00,0.98,0.08,41.40
10,-0.04,0.99,0.09,42.56
10,0.02,0.99,0.08,45.44
10,-0.02,1.02,0.08,45.44
10,-0.02,1.03,0.08,49.19
10,-0.02,1.06,0.07,41.96
10,-0.00,0.99,0.07,41.59
10,0.02,0.98,0.08,49.42
10,0.02,1.01,0.08,41.68
10,-0.00,1.01,0.08,53.75
10,-0.03,1.01,0.09,53.75
10,-0.01,1.00,0.09,44.91
10,-0.01,1.00,0.08,46.34
10,0.02,0.99,0.08,46.34
10,0.01,0.99,0.09,43.32
10,0.01,0.99,0.08,45.91
10,-0.03,1.02,0.08,46.03
10,-0.01,1.01,0.08,45.24
10,-0.01,0.98,0.09,47.36
10,0.01,0.98,0.09,40.27
10,-0.00,0.99,0.09,40.27
10,-0.03,1.02,0.07,41.86
10,-0.03,1.02,0.07,49.40
10,-0.03,1.02,0.07,49.40
10,0.00,0.99,0.09,47.61
10,0.00,0.99,0.09,46.74
10,0.01,0.99,0.09,46.74
10,-0.02,1.02,0.08,46.65
10,-0.02,1.02,0.08,45.45
10,-0.04,1.02,0.08,45.53
10,0.00,0.99,0.09,47.88
10,0.00,0.99,0.10,40.43
10,0.02,0.99,0.10,44.39
10,-0.01,1.01,0.10,44.39
10,-0.03,1.02,0.09,40.81
10,-0.03,1.02,0.09,41.40
10,-0.02,1.01,0.09,41.40
10,0.02,0.98,0.09,43.11
10,0.02,1.00,0.10,46.22
10,0.00,1.00,0.10,46.75
10,-0.03,1.02,0.08,42.05
10,-0.03,1.00,0.08,40.29
10,-0.03,1.00,0.08,42.64
10,0.00,0.99,0.09,42.64
10,0.01,0.99,0.09,39.93
10,0.01,0.99,0.08,44.70
10,-0.02,1.01,0.08,44.70
10,-0.02,1.01,0.08,45.96
10,-0.02,1.01,0.07,43.01
