seconds, accX, accY, accZ, temp
30,-0.03,1.00,0.13,41.27
30,-0.03,1.00,0.13,41.27
30,-0.03,0.98,0.14,47.23
30,-0.03,0.98,0.14,44.91
30,-0.04,1.00,0.14,44.91
30,-0.03,1.00,0.11,41.36
30,-0.03,1.00,0.12,44.63
30,-0.03,1.00,0.12,45.33
30,-0.03,1.02,0.13,46.90
30,-0.03,1.00,0.12,44.24
30,-0.03,1.00,0.12,42.67
30,-0.04,1.00,0.13,42.67
30,-0.04,1.01,0.12,42.83
30,-0.04,1.01,0.12,41.74
30,-0.03,0.99,0.12,41.74
30,-0.04,1.01,0.13,44.97
30,-0.04,1.01,0.11,42.22
30,-0.03,0.99,0.11,41.72
30,-0.04,1.00,0.13,37.80
30,-0.04,1.01,0.13,41.54
30,-0.03,1.01,0.13,38.59
30,-0.02,0.99,0.12,38.59
30,-0.02,1.00,0.12,38.12
30,-0.04,1.00,0.12,41.42
30,-0.03,1.00,0.12,41.42
30,-0.03,0.99,0.12,44.20
30,-0.03,0.99,0.14,43.19
30,-0.04,1.01,0.14,43.19
30,-0.03,0.99,0.12,46.67
30,-0.03,0.94,0.13,43.36
30,-0.04,1.00,0.13,43.39
30,-0.03,1.00,0.11,37.91
30,-0.03,0.99,0.12,44.00
30,-0.03,0.99,0.12,47.87
30,-0.03,1.01,0.12,47.87
30,-0.03,0.99,0.12,41.18
30,-0.03,0.99,0.13,43.81
30,-0.03,1.00,0.13,43.81
30,-0.03,1.01,0.13,45.17
30,-0.03,1.05,0.11,42.76
30,-0.02,0.99,0.11,42.64
30,-0.03,1.00,0.13,38.72
30,-0.03,1.00,0.12,35.88
30,-0.02,1.00,0.12,38.50
30,-0.03,0.99,0.13,38.50
30,-0.03,1.01,0.13,41.44
30,-0.03,1.01,0.17,43.88
30,-0.02,1.01,0.11,43.88
30,-0.03,1.00,0.13,47.61
30,-0.03,1.00,0.12,42.10
30,-0.02,1.01,0.12,41.99
30,-0.02,0.98,0.12,39.64
30,-0.02,0.94,0.13,45.33
30,-0.04,1.01,0.13,44.17
30,-0.03,0.99,0.11,44.17
30,-0.03,1.00,0.12,41.43
30,-0.03,1.00,0.07,41.80
30,-0.04,1.00,0.13,41.80
