seconds, accX, accY, accZ, temp
1,-0.02,1.15,0.13,39.85
1,-0.02,1.18,0.07,39.61
1,-0.19,1.18,0.07,42.00
1,-0.00,0.90,0.03,42.00
1,-0.06,0.80,0.08,44.10
1,0.19,0.80,0.12,38.33
1,0.03,1.06,0.12,38.33
1,-0.19,1.21,0.08,41.29
1,-0.19,1.22,0.02,41.37
1,-0.09,0.97,0.02,41.27
1,0.17,0.79,0.06,37.36
1,0.17,0.99,0.12,42.06
1,0.11,0.99,0.12,41.19
1,-0.14,1.23,0.12,41.19
1,-0.13,1.06,0.04,40.47
1,-0.13,1.06,0.06,42.28
1,0.12,0.81,0.06,42.28
1,0.16,0.91,0.11,40.50
1,0.16,0.91,0.12,44.17
1,-0.10,1.19,0.12,44.22
1,-0.18,1.12,0.04,37.17
1,-0.18,1.09,0.05,44.70
1,0.06,0.84,0.05,42.29
1,0.18,0.84,0.09,42.29
1,0.18,1.14,0.13,41.13
1,-0.04,1.14,0.18,43.50
1,-0.19,1.18,0.06,43.50
1,-0.19,0.91,0.03,40.06
1,-0.01,0.91,0.09,40.80
1,0.18,0.81,0.09,40.80
1,0.05,1.06,0.12,38.89
1,0.05,1.03,0.10,41.89
1,-0.17,1.21,0.10,42.17
1,-0.07,0.98,0.03,39.82
1,-0.07,0.78,0.06,39.06
1,0.16,0.78,0.06,38.01
1,0.11,0.98,0.11,38.01
1,0.11,1.22,0.10,34.97
1,-0.14,1.22,0.04,37.06
1,-0.13,1.05,0.04,37.06
1,0.12,0.80,0.06,40.93
1,0.12,0.78,0.10,46.85
1,0.15,0.91,0.10,46.73
1,-0.10,1.19,0.11,35.76
1,-0.10,1.12,0.05,36.44
1,-0.16,1.12,0.05,39.81
1,0.06,0.85,0.05,39.81
1,0.05,0.85,0.09,37.09
1,0.18,0.85,0.06,39.24
1,-0.04,1.14,0.13,39.24
1,-0.18,1.17,0.08,39.31
1,-0.18,1.17,0.04,42.65
1,-0.01,0.90,0.04,42.35
1,0.18,0.81,0.07,40.00
1,0.18,0.81,0.13,40.95
1,0.04,1.06,0.13,37.66
1,-0.17,1.20,0.08,37.66
1,-0.13,0.98,0.04,39.78
1,-0.06,0.98,0.01,37.43
1,0.16,0.80,0.07,37.43
1,0.09,0.99,0.13,42.37
1,0.09,0.99,0.11,42.22
1,-0.15,1.21,0.11,42.22
1,-0.13,1.04,0.04,40.65
1,-0.13,1.01,0.04,39.57
1,0.12,0.82,0.04,42.26
1,0.14,0.91,0.10,42.26
1,0.14,1.18,0.11,43.72
1,-0.09,1.18,0.12,44.18
1,-0.16,1.11,0.06,44.18
1,-0.19,0.85,0.05,42.53
1,0.06,0.85,0.09,45.36
1,0.17,0.85,0.09,45.36
1,-0.04,1.13,0.11,39.77
1,-0.04,1.17,0.06,36.63
1,-0.19,1.17,0.06,36.17
1,0.00,0.90,0.04,36.96
1,0.00,0.81,0.07,34.85
1,0.16,0.81,0.07,39.67
1,0.03,1.06,0.13,39.67
1,0.02,1.20,0.08,39.63
1,-0.17,1.20,0.10,41.35
1,-0.06,0.98,0.04,41.35
1,0.15,0.79,0.06,41.25
1,0.15,0.79,0.11,45.43
1,0.08,0.98,0.11,45.76
1,-0.14,1.20,0.11,44.98
1,-0.14,1.05,0.05,39.08
1,-0.11,1.05,0.05,45.20
1,0.11,0.81,0.06,45.20
1,0.07,0.92,0.11,44.49
1,0.14,0.92,0.12,41.55
1,-0.10,1.19,0.12,41.55
1,-0.15,1.11,0.05,43.89
1,-0.15,1.11,0.05,43.05
1,0.06,0.86,0.05,43.11
1,0.17,0.86,0.09,36.06
1,0.17,0.81,0.12,39.24
1,-0.04,1.13,0.12,35.71
1,-0.17,1.17,0.07,35.71
