seconds, accX, accY, accZ, temp
1,-0.13,1.03,0.14,43.46
1,-0.12,1.03,0.14,40.37
1,0.00,0.89,0.22,40.37
1,0.05,1.06,0.23,43.17
1,-0.07,1.06,0.20,42.39
1,-0.01,0.90,0.20,42.39
1,-0.01,0.98,0.17,41.17
1,-0.01,0.95,0.15,38.30
1,-0.01,1.08,0.15,37.59
1,0.06,0.91,0.16,42.29
1,0.06,1.06,0.13,48.34
1,-0.03,1.06,0.13,45.44
1,0.04,1.00,0.05,45.44
1,0.03,0.99,0.06,40.91
1,-0.03,0.99,0.01,43.03
1,-0.11,1.10,0.07,43.03
1,-0.03,0.95,0.06,41.15
1,-0.03,0.95,0.08,45.50
1,-0.08,1.01,0.08,46.05
1,-0.04,1.05,0.07,39.00
1,-0.04,1.05,0.12,40.34
1,-0.03,0.92,0.12,44.15
1,-0.05,1.06,0.17,44.15
1,-0.02,0.94,0.15,52.84
1,-0.02,0.94,0.16,45.78
1,-0.02,0.97,0.16,45.78
1,-0.02,1.07,0.18,43.50
1,-0.02,1.07,0.19,43.30
1,0.00,0.91,0.19,43.30
1,-0.07,1.01,0.19,46.20
1,-0.07,1.00,0.11,42.84
1,-0.05,1.00,0.11,42.39
1,0.01,0.95,0.11,41.61
1,0.01,1.09,0.13,41.95
1,-0.09,1.09,0.15,46.66
1,-0.02,0.94,0.09,46.66
1,-0.05,1.00,0.10,43.23
1,-0.05,1.00,0.05,40.24
1,-0.02,1.10,0.05,40.24
1,0.03,0.93,0.09,39.70
1,0.03,0.90,0.12,44.53
1,-0.08,1.08,0.12,44.08
1,0.01,0.96,0.10,44.86
1,0.01,0.97,0.13,44.54
1,-0.01,0.97,0.13,42.17
1,-0.04,1.07,0.15,42.17
1,-0.03,0.91,0.16,43.30
1,-0.03,0.91,0.17,41.95
1,-0.06,0.99,0.17,41.95
1,-0.03,1.02,0.14,47.15
1,-0.03,1.06,0.15,41.47
1,-0.00,0.94,0.15,41.63
1,-0.08,1.07,0.19,40.85
1,-0.08,0.94,0.13,43.91
1,0.00,0.94,0.13,40.94
1,-0.01,0.99,0.12,40.94
1,-0.03,1.08,0.09,41.89
1,-0.03,1.08,0.10,40.79
1,-0.01,0.94,0.10,40.79
1,-0.08,1.06,0.13,42.39
1,-0.08,1.06,0.07,43.00
1,-0.01,1.00,0.07,42.61
1,0.00,0.97,0.10,41.05
1,0.00,0.97,0.12,42.46
1,-0.07,1.09,0.12,41.88
1,-0.03,0.93,0.13,41.88
1,-0.03,1.00,0.15,49.65
1,-0.05,1.00,0.18,44.97
1,-0.02,1.05,0.12,44.97
1,0.01,0.93,0.15,41.04
1,0.01,0.93,0.19,40.85
1,-0.08,1.05,0.19,40.85
1,-0.01,0.93,0.14,44.11
1,-0.01,0.91,0.15,43.03
1,-0.02,0.97,0.15,43.58
1,-0.04,1.07,0.13,42.79
1,-0.04,0.93,0.14,42.17
1,-0.02,0.93,0.13,45.71
1,-0.08,1.03,0.13,45.71
1,-0.08,1.02,0.09,43.91
1,-0.02,1.02,0.09,49.82
1,0.01,0.96,0.09,49.82
1,-0.07,1.10,0.12,45.84
1,-0.07,1.12,0.11,47.43
1,-0.01,0.93,0.11,47.61
1,-0.04,1.01,0.12,42.91
1,-0.04,1.05,0.10,45.01
1,-0.02,1.05,0.10,44.51
1,0.00,0.94,0.13,44.51
1,0.05,1.06,0.15,42.14
1,-0.07,1.06,0.14,38.83
1,-0.01,0.96,0.14,38.83
1,-0.00,0.98,0.14,35.00
1,-0.00,0.98,0.14,45.82
1,-0.05,1.08,0.14,45.61
1,-0.01,0.92,0.14,44.04
1,-0.01,0.88,0.17,43.04
1,-0.06,1.01,0.17,42.88
1,-0.01,1.02,0.11,42.88
1,-0.06,0.95,0.11,40.47
1,0.00,0.95,0.07,39.46
1,-0.06,1.08,0.13,39.46
1,-0.01,0.94,0.10,43.31
1,-0.01,0.94,0.12,48.24
1,-0.03,1.00,0.12,48.24
1,-0.02,1.07,0.09,42.23
1,-0.02,1.12,0.12,42.57
1,-0.01,0.94,0.12,43.43
1,-0.09,1.04,0.15,43.43
1,-0.09,0.98,0.11,44.21
1,-0.02,0.98,0.07,41.38
1,-0.00,0.96,0.13,41.38
1,-0.01,1.08,0.14,44.35
1,-0.07,1.08,0.14,43.57
1,-0.01,0.92,0.14,43.57
1,-0.05,1.01,0.15,38.55
1,-0.05,1.03,0.11,44.67
1,-0.01,1.03,0.11,44.91
1,0.01,0.95,0.13,40.99
1,0.01,1.06,0.14,43.76
1,-0.07,1.06,0.14,42.98
1,-0.02,0.95,0.11,42.98
1,-0.02,0.98,0.12,45.49
1,-0.02,0.98,0.11,46.19
1,-0.04,1.08,0.11,46.19
1,-0.01,0.94,0.10,40.85
1,-0.01,0.92,0.14,47.06
1,-0.08,1.04,0.14,47.49
1,-0.01,1.00,0.09,45.14
1,-0.01,0.96,0.12,42.81
1,0.00,0.96,0.12,45.65
1,-0.06,1.08,0.13,45.65
1,-0.01,0.93,0.12,45.11
1,-0.01,0.93,0.09,46.64
1,-0.04,1.00,0.15,46.64
1,-0.02,1.03,0.12,47.84
1,-0.02,1.03,0.13,44.31
1,-0.00,0.94,0.13,44.50
1,-0.09,1.05,0.15,44.50
1,-0.09,1.03,0.12,41.16
1,-0.02,0.97,0.12,49.48
1,-0.01,0.97,0.13,49.48
1,-0.01,1.07,0.12,42.30
1,-0.05,1.07,0.07,41.26
1,-0.01,0.92,0.13,41.26
1,-0.06,1.03,0.14,42.44
1,-0.06,1.03,0.10,47.45
1,-0.01,1.01,0.10,47.45
1,0.01,0.96,0.11,41.82
1,0.01,0.95,0.14,46.78
1,-0.06,1.07,0.14,46.40
1,-0.03,0.93,0.11,42.48
1,-0.03,0.99,0.14,39.48
1,-0.03,0.99,0.18,42.84
1,-0.03,1.06,0.12,42.84
1,-0.05,0.93,0.13,40.92
1,0.01,0.93,0.17,43.28
1,-0.09,1.05,0.17,43.28
1,-0.00,0.97,0.12,44.56
1,-0.00,0.97,0.13,40.53
1,-0.00,0.97,0.13,40.49
1,-0.05,1.08,0.14,42.05
1,-0.05,0.92,0.13,46.90
1,-0.02,0.92,0.13,44.73
1,-0.06,1.02,0.14,44.73
1,-0.01,1.02,0.10,42.28
1,-0.01,1.02,0.11,40.37
1,0.01,0.96,0.11,40.37
1,-0.06,1.07,0.14,39.68
1,-0.06,1.07,0.11,44.76
1,-0.02,0.95,0.11,44.66
1,-0.03,0.99,0.13,45.45
1,-0.03,1.07,0.11,42.67
1,-0.02,1.07,0.11,40.54
1,-0.01,0.93,0.12,40.54
1,-0.01,1.04,0.15,40.48
1,-0.07,1.04,0.17,41.41
1,-0.01,0.98,0.11,41.41
1,0.01,0.97,0.13,40.70
1,0.01,0.97,0.14,45.05
1,-0.05,1.07,0.14,44.91
1,-0.02,0.94,0.12,46.47
1,-0.02,0.94,0.14,42.91
1,-0.05,1.00,0.14,46.84
1,-0.02,1.04,0.10,46.84
1,-0.05,0.94,0.12,44.54
1,0.01,0.94,0.08,44.81
1,-0.07,1.07,0.14,44.81
1,-0.02,0.96,0.11,41.82
1,-0.02,0.96,0.12,41.87
1,-0.01,0.98,0.12,41.87
1,-0.03,1.08,0.11,44.15
1,-0.03,1.06,0.12,48.68
1,-0.01,0.94,0.12,46.76
1,-0.07,1.03,0.14,46.76
1,-0.07,1.00,0.10,43.26
1,-0.01,1.00,0.07,41.75
1,-0.00,0.96,0.13,41.75
1,-0.00,1.08,0.13,40.24
1,-0.06,1.08,0.12,41.84
1,-0.02,0.93,0.12,41.84
1,-0.04,1.00,0.14,41.12
1,-0.04,0.98,0.12,42.22
1,-0.02,1.04,0.12,41.54
1,0.01,0.94,0.13,46.24
1,0.01,1.05,0.15,44.14
1,-0.08,1.05,0.15,46.36
1,-0.02,0.96,0.12,46.36
1,-0.00,0.99,0.13,49.51
1,-0.00,0.99,0.13,47.03
1,-0.04,1.07,0.13,47.03
1,-0.01,0.94,0.12,41.76
1,-0.01,0.95,0.15,40.67
1,-0.07,1.01,0.15,40.68
1,-0.01,1.02,0.10,43.03
1,-0.01,0.96,0.11,45.54
1,0.02,0.96,0.11,44.56
1,-0.07,1.08,0.13,44.56
