,frequency,dx,dy
0,0.0,1.4349687471985817,0.5949230939149857
1,0.29985007496251875,0.1479872301597472,0.22857245794072537
2,0.5997001499250375,0.42616965139754537,0.4178284997191811
3,0.8995502248875562,0.7608008633313688,0.7976518963678056
4,1.199400299850075,0.4725608793169505,0.8855865565003198
5,1.4992503748125938,0.4163755647641331,0.1862682849600845
6,1.7991004497751124,0.13479639699042195,0.4258310136979885
7,2.0989505247376314,0.7439437616884165,0.4290303918240823
8,2.39880059970015,0.25307772824338076,0.612693660584477
9,2.6986506746626686,0.5777417755731081,0.7850140680319176
10,2.9985007496251876,1.2008676372963054,0.09402448904369239
11,3.2983508245877062,0.7799177724638491,0.621441338672638
12,3.598200899550225,0.20587328987809553,0.17092738630432852
13,3.898050974512744,0.09815450626159097,0.4445871101999105
14,4.197901049475263,0.6002771678853626,0.5783070835968995
15,4.497751124437781,0.7516112841272578,0.34394416015124185
16,4.7976011994003,0.8815504272480504,0.8291757386064001
17,5.097451274362819,0.6930468831796616,0.743848668341917
18,5.397301349325337,0.25993026024113763,0.43246673712049405
19,5.697151424287856,0.3300307809027502,0.5066380609131769
20,5.997001499250375,0.8725150983621162,0.13986545489874738
21,6.296851574212893,0.6031604231372584,1.2975363106744096
22,6.5967016491754125,0.5669856550825226,0.6784050707364733
23,6.8965517241379315,0.3115229599156871,0.64611789879267
24,7.19640179910045,0.2004069593921761,0.7700034448252935
25,7.496251874062969,0.992378850484313,1.0435859266322212
26,7.796101949025488,0.41360405768551733,0.8592036184026756
27,8.095952023988007,1.1251601762511605,0.6921352256093652
28,8.395802098950526,1.088361868864659,0.6828499869690017
29,8.695652173913043,0.23020370718197067,0.2449043669620863
30,8.995502248875562,0.9309765655512914,0.7654819964833217
31,9.295352323838081,1.2019343065121617,0.7686642658443089
32,9.5952023988006,1.0037831526424987,0.6784915029443581
33,9.89505247376312,0.5922442544940995,0.20766581085812497
34,10.194902548725638,0.3558634059637214,1.1628228444091295
35,10.494752623688157,0.2959855239187384,0.7933721763976394
36,10.794602698650674,0.4200614254441791,0.5330592418924367
37,11.094452773613193,1.8969208387175271,0.7836622749258212
38,11.394302848575713,0.26822220089889537,0.8009188000769129
39,11.694152923538232,0.5198296064275186,1.017054204729061
40,11.99400299850075,0.3670707676492585,1.1460350505569694
41,12.29385307346327,0.8342275659994807,0.735999749301636
42,12.593703148425787,0.37739967704787064,1.7981516727341356
43,12.893553223388306,0.11988641893655887,0.6388207299523917
44,13.193403298350825,0.9616293480955039,0.8699479711575631
45,13.493253373313344,0.4016414760460325,1.5736610470206422
46,13.793103448275863,0.9292194938234833,1.8208501224840208
47,14.092953523238382,0.6061360994602144,1.126244789634196
48,14.3928035982009,0.31624232016717246,1.025003474606998
49,14.692653673163418,1.2859134586646244,1.5371460132306036
50,14.992503748125937,0.48449252083036964,1.256151691065149
51,15.292353823088456,0.747086110172497,0.05484763838535665
52,15.592203898050975,0.19640645934761305,1.6778215690411151
53,15.892053973013494,1.369765716185967,1.680676025225391
54,16.191904047976013,0.7445433190753454,0.9004169775727998
55,16.49175412293853,0.9305896365759959,1.977590721657179
56,16.79160419790105,0.6512903694650853,1.3457327545728217
57,17.09145427286357,1.686922263012981,0.6766230126903732
58,17.391304347826086,0.6244489578840451,0.9760555978570019
59,17.691154422788607,0.5642476660075453,0.6220702834007498
60,17.991004497751124,0.7129932035428028,2.0373539134767524
61,18.290854572713645,0.23543723022678115,1.5717971930810715
62,18.590704647676162,0.18906299468931928,0.887973027092647
63,18.890554722638683,0.604844946325962,1.5054550733690786
64,19.1904047976012,1.6017345647947396,0.805304429724165
65,19.490254872563717,0.6757551839748595,0.6328349003372201
66,19.79010494752624,0.9583206930298961,2.395704388503048
67,20.089955022488756,0.5609290518067168,1.0102698251650317
68,20.389805097451276,1.7098867357768652,1.8909658438717742
